response,contrast,pedestal,temporal_frequency,spatial_frequency,size,eccentricity
1,-1.038158298,-1.365854263,10.47268009,3.765725851,5.114145279,6.913388252
1,-0.005830526,-0.598199725,2.208057404,2.462411642,9.048409462,3.456441164
1,-1.272604227,-0.30396235,15.99506569,1.12384367,6.271903038,1.801942706
1,-0.614582181,-1.106986523,6.792943954,5.915207386,1.1444875,7.759781361
0,-1.123235226,-1.091424584,3.930664301,2.770500183,3.140296459,9.245283127
1,-0.084263802,-0.312234402,13.13468456,4.276386261,7.083384037,0.16270794
0,-1.263790607,-0.566856444,9.44343853,5.410242081,8.737078667,4.471325397
0,-0.600510716,-1.404487371,17.70995903,0.822556615,3.741537094,6.052389145
0,-1.334672332,-1.308731318,17.408144,1.703040004,1.12142396,3.731886148
1,-0.481105804,-0.470763087,5.360333443,6.256421089,6.154354572,7.150725842
1,-0.819340408,-0.032961488,11.59279346,5.157489777,8.998969078,7.551867485
1,-0.34000206,-0.812546909,1.107482672,3.616059303,5.022955418,1.633966923
0,-1.191393375,-0.903994083,6.389853477,4.129786491,4.328724861,3.060710907
1,-0.717948794,-0.124619246,15.90025997,2.204575062,8.287229538,6.518112183
1,-0.956771493,-0.37910533,2.146615744,1.083414555,7.692537308,8.144539833
0,-0.109006882,-1.217284203,10.09452343,6.065034389,2.677252769,2.188678026
1,-0.885832071,-1.496116519,14.78798389,6.821527958,4.418129921,9.902039528
1,-0.228468895,-0.658332109,3.049001694,1.850458384,9.466474533,0.858416259
1,-1.495322824,-0.220758677,19.3728714,2.962085247,5.562703133,3.892309666
1,-0.462176323,-0.999795616,8.571389198,4.895813465,1.566948891,5.435040474
1,-1.431219816,-0.937925816,12.31993675,0.678421378,9.843444824,4.078384399
1,-0.407629848,-0.276081681,0.624479711,5.649692059,4.740426064,5.036571503
1,-0.916255176,-0.720196605,16.79739571,4.538052559,1.96660459,9.636646271
1,-0.266890764,-1.44079864,6.039439201,2.604147434,5.872218609,1.179970622
0,-0.985672414,-1.154590368,8.843678474,3.370261431,7.894062042,8.566393852
1,-0.151880503,-0.433604598,18.39761162,5.295277119,4.021509171,2.023163557
0,-1.125859857,-0.187307477,4.649262905,6.416426182,2.297982216,2.718213081
0,-0.667762518,-0.849500418,12.64069557,1.435026407,7.363751888,6.760504246
1,-0.753772616,-0.750722528,19.85708618,5.79711628,6.405566216,7.914936066
1,-0.289849997,-0.088330746,7.843035698,1.243521214,1.287130713,1.331923127
0,-1.363630533,-0.532581329,14.11008835,2.342465878,5.260596752,3.291921616
1,-0.523922086,-1.253368378,3.658538103,3.884085417,9.185954094,7.373394489
1,-1.294156432,-1.341839194,1.45773387,4.72935915,6.847906113,4.755248547
1,-0.638989687,-0.621401548,10.69551468,3.223655939,2.959938049,5.673261642
1,-1.059166431,-0.374876738,6.882611275,2.089811563,3.483699322,9.038294792
1,-0.029682875,-1.036885381,15.18289185,6.677289486,8.569210052,0.621172965
1,-1.462429643,-1.042367697,6.248750687,1.609832406,1.698518395,1.84626317
1,-0.423475385,-0.368616223,16.69566727,6.349629402,5.577800751,7.803362846
1,-0.852807403,-0.627662063,0.413710237,5.063441277,9.549138069,6.937414169
1,-0.189533234,-1.336356878,12.42312527,3.710106611,4.472245693,3.481254101
1,-0.972218037,-1.247954369,12.77127171,2.879623652,2.557236671,6.109470844
1,-0.118645787,-0.53886497,4.47001791,4.167262077,7.666984558,4.565534592
1,-1.206708431,-0.082047105,18.26435471,5.520112991,8.197406769,0.107062094
1,-0.727352858,-0.756136417,9.025602341,0.712686539,4.280668736,9.149486542
1,-0.828750312,-0.854935825,3.467295647,6.902876854,4.992477417,5.535414219
1,-0.355311394,-0.181002378,14.23282528,1.769108415,8.891569138,3.953145027
0,-1.344305515,-0.439909697,8.032798767,3.042601109,6.111224651,0.759011209
1,-0.49655807,-1.149155021,19.7358284,4.81529808,1.018985391,9.840388298
0,-1.224860668,-1.435340762,15.06916523,4.007217407,3.742918015,2.443894386
1,-0.567480326,-0.7264328,7.084083557,2.327144623,8.872477531,8.363033295
1,-1.084528446,-0.269845486,10.8065424,0.961598396,7.151217461,6.261432648
1,-0.051376224,-0.943383813,1.258961558,6.186850071,3.219131231,2.843834162
0,-1.045316339,-1.00603199,17.50795364,3.492821217,8.4777565,6.700184822
1,-0.021743536,-0.215300322,9.557395935,5.172718048,3.438371897,2.617475986
1,-1.280174613,-0.663790405,13.33322906,6.538250923,2.837156773,2.084498167
1,-0.630815864,-1.489879966,3.820170164,1.313200712,6.824019432,8.666268349
0,-1.395190477,-1.210979462,0.98421222,0.59706223,9.266985893,0.962367415
0,-0.561392784,-0.384540439,11.78426361,5.731050491,5.317443371,9.380692482
0,-0.785200834,-0.119184136,5.481361866,4.457546234,1.415937662,5.252738953
1,-0.327086329,-0.910298824,17.21891403,2.684654236,6.422327995,4.335926056
1,-1.163101912,-0.818830311,10.27353859,4.620232105,7.433248997,0.368822634
1,-0.699185014,-0.027547836,2.016574383,3.33278203,2.374054432,8.826701164
0,-1.023137569,-0.476176739,15.71780205,1.979944468,4.025620461,5.924643993
0,-0.183446169,-1.302448034,6.523336887,6.787157536,8.02782917,4.967657089
0,-0.908086956,-1.398226619,8.672891617,5.890321255,5.830755234,7.278699875
1,-0.252903104,-0.572339058,19.16409492,1.150316954,1.861401081,3.235172749
1,-1.423274755,-0.306751728,2.945278645,2.436516285,4.712676525,1.428081274
1,-0.393785477,-1.097685456,14.99898338,3.790033817,9.734415054,7.970068455
1,-0.869518816,-1.113268375,17.13858223,0.848426878,7.769650936,8.984948158
1,-0.220978856,-0.298550129,5.083017826,5.385958672,3.861927509,0.567087173
0,-1.479329586,-0.603611946,11.40135574,4.301297188,2.142235756,4.720669746
0,-0.455097914,-1.359572291,0.908291638,2.744002342,7.243179321,5.6394701
1,-1.172596574,-1.270779967,4.364230156,3.640962362,9.968430519,3.326328278
1,-0.713674664,-0.515203238,13.56049728,5.130999565,4.900547981,7.407357693
1,-0.937562287,-0.012325048,9.79887867,6.282299042,2.121776581,7.968416214
1,-0.104412079,-0.826694608,18.0576458,1.678748965,5.992250443,1.385875702
0,-1.315520763,-0.925471842,14.43540764,6.038338184,6.721848011,2.693562508
1,-0.47645402,-0.111301064,2.698457241,1.108523846,2.798707724,6.736335278
1,-0.800508976,-0.416227221,18.94216919,2.180490017,3.327402353,8.522669792
1,-0.335761905,-1.172002792,8.142718315,4.155457973,8.448088646,1.979005575
1,-1.107276559,-1.458531141,6.584148884,4.871720791,6.53110075,9.680198669
0,-0.077151299,-0.702406287,16.09658813,2.987764835,1.447802901,1.224300623
1,-1.247419715,-0.199755788,2.419035435,1.823769808,5.417417526,4.103168964
0,-0.59307754,-1.014309645,10.36897469,6.84662962,9.307632446,5.060606956
1,-1.310069323,-0.982383192,9.120563507,2.628432274,1.277156711,3.858375072
1,-0.646147728,-0.238136053,18.66760063,4.512180328,6.274914742,5.400624275
1,-1.075400114,-0.734338582,4.848024368,5.676188469,9.123380661,9.848115921
1,-0.037253261,-1.420145035,12.8325634,0.653511882,5.182544708,0.804926515
1,-0.773061335,-1.140900373,11.89369392,1.46151793,2.98512125,8.198635101
1,-0.294364691,-0.455431223,0.191343278,6.391521454,6.963347435,2.241996288
1,-1.382507682,-0.142409563,16.44928169,5.319566727,8.612108231,3.094512224
0,-0.528116584,-0.886261582,5.684429169,3.344384909,3.581424952,6.552662373
0,-1.004606485,-0.794813812,1.807868719,3.858977556,4.574410439,7.507547379
1,-0.156017423,-0.050751209,11.04850006,2.369160414,9.587585449,1.590385914
1,-1.14511466,-0.547089636,7.310873032,1.217847824,5.688764095,3.707859993
1,-0.672311783,-1.232348323,15.61400509,5.821202755,1.728184462,7.125912666
1,-1.447487473,-1.328515291,19.66034698,6.651611328,4.171902657,4.495522976
1,-0.415165544,-0.642862201,7.649148941,2.113902807,8.165543556,6.077030182
1,-0.932111144,-0.329612374,13.83522797,3.198552847,7.567017078,9.289470673
0,-0.274106264,-1.074012995,3.386528254,4.756049156,2.516592503,0.206422627
0,-0.954502046,-1.058560729,11.16569424,5.474021912,3.703084707,0.912077427
1,-0.112557769,-0.349492788,1.612552524,0.860339999,8.771137238,9.994937897
1,-1.189359665,-0.646419287,15.34057426,2.833661079,7.049326897,5.371670246
0,-0.721630812,-1.320530057,7.349931717,4.314786911,3.178748131,3.789739847
0,-1.491864085,-1.228807926,7.688215256,5.119086266,5.059211254,6.425443649
1,-0.464719176,-0.555080891,19.38690376,3.552899122,8.967107773,3.006973028
1,-0.881875217,-0.066197395,3.19121933,1.665259004,6.186214447,2.291171074
0,-0.230412006,-0.77491653,13.95240879,6.192640305,1.085169554,8.208140373
1,-1.253928185,-0.870945692,18.55040741,1.020454407,2.64099884,7.096889496
1,-0.608358622,-0.162062049,9.315879822,6.026431084,7.724397182,3.639160633
1,-1.113963127,-0.459216237,13.10599422,4.065805435,8.255368233,1.697472334
1,-0.092620492,-1.132778883,4.808965683,2.166994095,4.364979744,7.654300213
1,-0.811401248,-1.416377544,0.152276844,2.999671698,1.605400562,0.255509079
1,-0.349588871,-0.742465615,12.1671381,4.95979023,5.528645992,9.298892021
1,-1.326589704,-0.25344646,5.879737854,6.860125542,9.500533104,5.949728489
0,-0.490470529,-0.962713242,16.33209991,1.913422465,4.379676819,4.407895565
1,-1.36575532,-1.025360823,2.581263065,4.500283718,5.906276703,5.766082764
1,-0.520149708,-0.198900461,14.63072395,2.540354252,1.928152084,4.808834076
1,-0.756133795,-0.679824114,8.416149139,0.640030503,4.778877735,0.518527508
1,-0.286206841,-1.470917344,18.9031105,5.586519718,9.809388161,8.97484684
0,-1.063033104,-1.194602489,16.05752182,6.479599476,7.33189106,1.278109431
1,-0.027830839,-0.403846502,6.85759306,1.473414898,2.334238052,7.822189808
1,-1.297522664,-0.100244284,10.56428337,3.434053898,3.985254288,7.436917305
1,-0.636538625,-0.926309586,2.30185461,5.333048344,7.925921917,3.394338846
1,-0.925435305,-0.837609589,5.200212002,2.381051064,9.217813492,1.930515051
1,-0.258626342,-0.01169765,16.94326591,3.947061777,5.224342823,8.51263237
1,-1.440991163,-0.492393136,0.634860098,5.834690094,1.323385954,6.863012314
1,-0.399872303,-1.283302546,11.44041443,1.307510376,6.373705387,2.781795502
1,-1.134034991,-1.382399201,13.5995636,2.025818586,8.535152435,5.09025526
0,-0.658306003,-0.591095388,4.090786934,6.639720917,3.522151232,4.171262741
0,-0.993702054,-0.287629128,17.86233711,4.666386604,2.921485186,1.116617799
1,-0.142202616,-1.113879085,9.916059494,3.185065269,6.881964207,9.534060478
1,-1.213383555,-1.082243919,2.055640697,6.337731838,6.614313126,8.675699234
1,-0.742833495,-0.326645732,10.00009537,1.52175355,1.50466609,2.133594036
0,-0.978715062,-0.575882554,6.328028679,3.696625948,5.473731041,2.529858112
1,-0.133938313,-1.390230656,15.83498383,4.973773479,9.390295029,6.572892666
0,-0.863887787,-1.298898458,19.28128815,4.255341053,6.630377769,4.267217159
1,-0.203538299,-0.484155774,8.477574348,2.891521215,2.751200914,5.223706245
1,-1.473333359,-0.043006301,14.72555161,0.802354515,3.279345751,9.527436256
1,-0.437290907,-0.798942327,2.984337568,5.533593655,8.356069565,1.069444418
1,-1.101279974,-0.894996524,9.518328667,1.780999899,9.929146767,4.880108356
1,-0.059343815,-0.138847351,17.78139687,6.990962029,4.799757004,5.797415733
0,-1.241788864,-0.388314724,4.015478611,4.828784943,2.021534443,8.836196899
0,-0.57563746,-1.202844262,13.21604729,3.132262945,5.95351553,0.417987764
0,-1.356673241,-1.486100435,11.66707039,2.239059687,7.834736824,8.116900444
1,-0.505979776,-0.67190814,1.179528713,3.995326281,3.935819149,1.535241604
0,-0.841296256,-0.230620146,17.49234581,6.097187996,2.216676235,3.16654706
1,-0.364921212,-0.986374259,5.442303658,0.948111594,7.308814526,7.249755383
0,-0.77869308,-0.95444864,14.19375896,5.260780334,4.124378681,3.549338341
1,-0.311804533,-0.269000888,3.740739822,3.504733562,8.074090004,6.967052937
0,-1.388503194,-0.703839898,19.93113708,1.402860165,7.475014687,7.657215118
0,-0.545924306,-1.447713375,7.915617943,6.5517416,2.468518972,1.738570809
0,-1.269281626,-1.171742558,6.966889381,5.719138145,4.63125658,9.13945961
1,-0.616989613,-0.42751956,15.26448154,0.508999765,9.670815468,0.058581114
1,-1.034248114,-0.169955015,1.532392502,2.671163559,5.771444321,4.653777122
1,-0.007726312,-0.855785728,10.76748371,4.367886543,1.784481049,6.236157417
1,-1.406335711,-0.767062128,16.73473167,3.244713306,3.058995724,9.694171906
1,-0.385639071,-0.081433296,5.975306511,4.608325958,7.028450489,0.651254535
1,-0.891323149,-0.516041279,12.22781658,6.697504044,8.677761078,4.021164894
0,-0.244947672,-1.260466218,0.530891657,1.966447473,3.655848265,5.564983368
1,-1.010602236,-1.35917449,4.587211132,1.162222862,1.176348448,2.931988478
1,-0.173825622,-0.615133345,12.57595539,5.97838974,6.235647678,6.388035774
1,-1.150746107,-0.3577075,8.752171516,3.803530931,9.084663391,8.35292244
1,-0.689751148,-1.042987585,18.3034153,2.526169777,5.082284927,2.395325184
1,-1.012898922,-1.045092583,16.27223778,2.945648909,2.465332031,7.958948612
1,-0.170226932,-0.359261632,5.783503532,4.90580368,7.478471756,1.375800967
1,-1.152901411,-0.613210082,12.10712051,6.806126595,8.079126358,3.335784912
0,-0.685922623,-1.357432842,0.055886377,1.859412193,4.118513584,7.417421341
0,-1.410012722,-1.261287928,4.749716759,1.068068862,1.781574249,4.711214066
1,-0.383583903,-0.517413974,13.00915146,6.074131012,5.775179863,5.629405499
1,-0.894867361,-0.080423951,9.256474495,4.113492966,9.676129341,8.99441433
1,-0.242665529,-0.765871286,18.45340919,2.214621067,4.625671387,0.577162504
1,-1.266909003,-0.857339978,14.04864693,5.166642189,3.667494059,4.112632751
1,-0.620623589,-0.172060013,3.251084328,3.600459099,8.665287018,5.070682526
1,-1.03210032,-0.425777912,19.48329163,1.712831497,7.014259815,9.670742989
0,-0.011496663,-1.169819236,7.748229027,6.240183353,3.073456526,1.214232922
1,-0.774954319,-1.44908607,7.446777821,5.420089722,5.094208717,8.532124519
1,-0.313869238,-0.704661608,15.39982605,0.806461692,9.072469711,1.989073753
1,-1.384997845,-0.267810106,1.709548116,2.77979517,6.221737385,2.684099436
0,-0.548128247,-0.953439355,11.22509575,4.260842323,1.191087008,6.726258278
0,-1.354572773,-0.984632552,9.973499298,2.079872131,9.393976212,3.104588032
1,-0.509702921,-0.228696942,17.96099472,6.693676949,5.470870495,6.56212616
1,-0.839059532,-0.673462272,4.148382187,4.720355034,1.49898994,8.188568115
1,-0.36841929,-1.488205433,13.69837666,3.239106178,6.619709969,2.232541084
1,-1.097635984,-1.201653361,11.49724102,2.333418369,8.359477997,9.858183861
1,-0.061686516,-0.387305498,0.734125078,3.899380684,3.27621603,0.814381361
0,-1.238005877,-0.140219927,17.00024796,5.787021637,2.74525547,3.84829855
1,-0.577746511,-0.895818353,5.299632549,1.259865046,6.635503769,5.391161442
1,-0.865907073,-0.797019064,2.203193188,6.432075024,5.941264629,9.279396057
1,-0.199845672,-0.041264534,10.50684071,1.42582345,2.033506393,0.196955293
1,-1.475582719,-0.486260891,6.758782864,3.386450052,4.814406395,4.505587101
0,-0.433739424,-1.30045259,15.99992943,5.285536289,9.915316582,6.086487293
1,-1.216972113,-1.38922143,18.80384254,4.554197788,7.296294689,3.69779563
0,-0.740507007,-0.574691713,8.359319687,2.594251394,2.228376865,7.116456985
1,-0.982530832,-0.327467442,14.53130627,0.693915129,3.95019722,7.517622948
0,-0.131744385,-1.083616495,2.52428484,5.640446186,7.820637703,1.599852562
1,-1.131898403,-1.114884019,5.384689331,2.286765337,9.824126244,0.117139801
1,-0.662064433,-0.288818598,17.39355278,4.042934418,4.764967442,9.158950806
0,-0.991341114,-0.590269327,1.12207365,6.144808769,1.915958047,6.099403381
1,-0.145825624,-1.381025195,11.56843662,0.995804906,5.918200493,4.556080818
0,-0.921918273,-1.285224438,13.1590414,1.727019191,7.940382481,6.947480202
1,-0.26084125,-0.494130611,3.916073322,6.936933517,3.971064091,3.490708113
0,-1.437241197,-0.009591103,17.72455025,4.774768829,2.321763992,1.836186051
0,-0.401948929,-0.836051106,9.419082642,3.078269958,7.343536377,7.793897629
0,-1.065199375,-0.927499056,3.083124399,4.201468945,6.36812067,6.251358509
1,-0.023990393,-0.101249337,14.7831583,2.837582111,1.328700662,2.834368706
1,-1.299831033,-0.402472377,8.576215744,0.748403311,5.228077888,2.45396018
0,-0.632928967,-1.193776369,19.33874893,5.479733944,9.214906693,8.372489929
0,-1.369287729,-1.472654819,15.93438244,6.385298252,6.87609911,0.748946011
1,-0.517878532,-0.681745887,6.385026932,1.569303036,2.926522017,9.83093071
1,-0.75979954,-0.197342038,10.09934902,3.744163036,3.525608301,5.545487404
1,-0.284163594,-1.023254395,2.112493038,5.021352291,8.531965256,3.962611198
0,-0.813662291,-0.961339176,18.36348915,1.114548087,3.16464901,5.243273735
1,-0.346026421,-0.252620459,8.848503113,5.930750847,7.063705444,4.325851917
1,-1.328620195,-0.743654966,12.63586998,3.755879164,8.782836914,0.971824646
0,-0.486765981,-1.417382598,4.683385372,2.478507042,3.690564394,9.390758514
1,-1.257732868,-1.131220341,0.590357542,3.298675537,1.071339726,2.075040579
1,-0.606176615,-0.45710969,12.32476234,4.662373543,6.200863838,8.65620327
0,-1.117540002,-0.163799524,6.034614563,6.75153923,8.9790802,6.70965147
1,-0.090304971,-0.872867584,16.83151817,2.020421982,5.046960354,2.62754941
0,-1.489639163,-0.774090469,10.67115784,5.773041725,4.370105743,1.437545538
1,-0.468206286,-0.06482327,1.472325325,0.562907457,8.249423027,7.980146408
0,-0.879785836,-0.556085944,15.16830063,2.72508359,7.721267223,7.269246578
0,-0.23412323,-1.229997396,6.90696907,4.421777725,2.644407749,3.225105762
0,-0.950707734,-1.318423629,7.818677902,5.213195801,4.385074139,5.934098244
1,-0.114678741,-0.644860804,19.8716774,3.45720315,9.494856834,4.977723598
1,-1.185703754,-0.35141468,3.643946648,1.355341911,5.525784969,0.359357655
0,-0.72398448,-1.060298085,14.13444519,6.504144192,1.609080911,8.816624641
0,-1.451257706,-1.072638988,1.355140805,3.953284979,5.168632507,9.517371178
1,-0.413017869,-0.328786373,10.86646461,2.273266077,9.138120651,1.059988499
1,-0.935745239,-0.644051552,7.180409431,0.907732368,6.286839485,4.277292252
0,-0.271733522,-1.329520345,15.12923241,6.132905006,1.264961958,5.233172894
0,-1.006810308,-1.230789781,19.83262062,6.950432777,3.567235231,2.519783497
1,-0.152512193,-0.544983149,8.092112541,1.816668749,8.626567841,6.563425064
1,-1.147179365,-0.052488565,14.32976341,3.090173721,6.974991798,8.685762405
1,-0.668572903,-0.796735644,3.526756287,4.862841129,2.972648621,2.143050671
0,-0.76923269,-0.885435522,8.965687752,2.927237749,1.733500004,3.176615238
1,-0.296519995,-0.141035438,18.16818237,4.214962006,5.683178425,7.259209633
1,-1.378908992,-0.456436276,4.409944057,5.567800522,9.584677696,8.106823921
1,-0.530413032,-1.142089844,12.6749382,0.760313153,4.578146935,1.525778532
1,-1.30778718,-1.418038607,12.36381721,1.555809975,2.521627903,8.846272469
1,-0.649692059,-0.732780099,0.316923559,6.295642853,7.561153412,0.427451432
1,-1.073345184,-0.240057826,16.63619995,5.009442329,8.16235733,4.870040894
1,-0.040930152,-0.984120607,6.151804924,3.656096697,4.175359249,5.787960052
0,-1.103725195,-1.015314579,14.90034199,5.944235325,7.257558823,4.66323185
0,-0.079400539,-0.200945139,2.88781786,1.204213619,2.128135204,6.246225834
1,-1.243726969,-0.701580226,19.06530762,2.490400791,3.849406719,9.1299963
0,-0.595096946,-1.457157135,8.615283012,3.843960285,7.78135252,0.048504658
0,-1.313326955,-1.173924685,6.424084187,4.572707653,6.00689888,7.666678905
1,-0.48026967,-0.417964697,15.66094875,3.285191059,2.10794735,1.748646617
1,-0.798182368,-0.109194517,1.917174816,1.93234098,4.888298512,3.539882898
1,-0.339350581,-0.92391336,10.21654034,6.739645481,9.980401993,6.956985474
1,-1.17609477,-0.827884018,17.27636719,0.549429178,8.442142487,8.343466759
0,-0.711437821,-0.013329983,5.579996586,5.683369637,3.33252883,2.385260582
0,-0.941285312,-0.513829172,11.84187794,4.409877777,2.802118063,2.941455364
1,-0.102311611,-1.269953847,1.083005548,2.637008667,6.718717098,6.398111343
0,-0.871627986,-1.361309767,3.877016306,3.546875,9.30195713,4.011697769
1,-0.21719563,-0.605533719,13.43247509,5.22667408,5.422813416,5.554909229
1,-1.481672287,-0.296991706,9.61439991,6.592219353,1.451482534,9.70362854
1,-0.451453924,-1.111161947,17.60736084,1.367241979,6.528241158,0.661318421
0,-0.904477179,-1.095943689,10.46778488,4.919287205,6.827475548,2.300625086
1,-0.255211473,-0.304828525,2.476627827,3.035313845,2.833971024,8.218206406
0,-1.419434309,-0.573893189,16.19524765,1.871306777,3.43250823,6.415978432
1,-0.395951748,-1.400331736,6.641592503,6.894208431,8.482791901,2.99689579
1,-1.161058426,-1.301257133,8.242136002,5.984466076,6.426064491,5.381134033
1,-0.702850938,-0.475167394,18.99914932,1.054585218,1.413029432,3.799817562
1,-1.020866394,-0.028920531,2.797725201,2.12653923,5.3118577,0.902623892
1,-0.186978579,-0.819652081,14.49223709,4.101598263,9.27230072,9.984870911
1,-1.398813367,-0.908375561,18.0000515,3.586981535,8.015356064,5.940270424
1,-0.559031963,-0.117442369,9.700065613,5.076971054,4.037264824,4.397830486
1,-0.788959384,-0.386645555,13.50305748,6.228282928,2.388514519,0.264975131
1,-0.324949622,-1.212533593,4.265573502,1.62475574,7.419059277,9.308965683
0,-1.047392845,-1.48887074,0.851309061,0.896132767,9.722220421,1.688006878
1,-0.017993689,-0.662599564,11.3019352,5.433567047,4.724600792,7.644226074
1,-1.282389641,-0.21612215,5.026192188,4.348917961,1.876141071,7.106346607
0,-0.627298713,-1.007404685,17.03931618,2.791695833,5.81684351,3.649226427
1,-1.228571892,-0.94548887,3.290140867,6.604026794,4.469385624,7.426852703
1,-0.565390825,-0.271399736,13.77521324,2.066371918,9.552818298,3.38488102
1,-1.088015318,-0.724509537,7.552910805,3.151034355,5.58319664,1.288182855
0,-0.049151301,-1.433599114,19.60048294,4.708451748,1.692843437,7.831656456
1,-0.8311041,-1.14997673,15.51700974,3.912880659,4.277537346,0.508453429
1,-0.351655483,-0.441282392,7.251471519,2.423068523,8.200817108,8.965381622
0,-1.346426249,-0.179993033,10.95165443,1.271768093,7.672111511,5.776148796
1,-0.492763877,-0.853744984,1.748616219,5.87509346,2.551290274,4.818291187
1,-0.968513608,-0.757690609,5.744446754,1.515480042,1.030955911,1.12668407
1,-0.12067616,-0.084152222,16.54567146,6.445569038,6.098974705,9.543515205
1,-1.203145862,-0.537123263,0.251204431,5.373601913,8.877739906,5.080178261
1,-0.729614019,-1.246031046,11.9899292,3.398359299,5.007126331,4.161797523
0,-1.460114241,-1.337729573,12.89196777,2.58075738,3.230832577,6.873090267
0,-0.42705214,-0.628483772,4.945023537,4.464541435,7.138696194,2.791259766
1,-0.850625277,-0.367425442,18.72685051,5.628537178,8.858377457,1.920448065
1,-0.193337917,-1.041358352,9.217406273,0.605849564,3.757297754,8.50317955
0,-1.29183948,-1.035145164,19.40160942,6.107028484,5.886340618,9.728269577
1,-0.642568052,-0.372951984,7.663743496,0.932021916,1.952212572,0.685516238
1,-1.056985855,-0.62295717,13.97688007,2.248361111,4.728712082,4.055412292
1,-0.033486009,-1.343942761,3.176513195,3.979776621,9.855987549,5.599095821
1,-0.750069499,-1.252176046,1.627258539,4.837931633,7.377593517,2.897874117
1,-0.291879177,-0.531573415,11.14122295,3.116670132,2.283312559,6.353791237
1,-1.360066652,-0.08970201,7.374403477,1.790796757,4.009516716,8.31865406
1,-0.526184499,-0.751545727,15.32586861,6.974717617,7.906324387,2.361234665
1,-0.988024712,-0.847575665,12.17207813,0.787003338,9.180848122,3.59320116
1,-0.148226142,-0.185567141,0.118040219,5.54269743,5.266530514,7.011080742
1,-1.127982259,-0.435708284,16.36633682,4.239053249,1.290248871,7.701229095
1,-0.663966715,-1.156146049,5.874798298,2.901559591,6.402177811,1.782448053
0,-1.43493247,-1.439790845,9.320819855,3.680183172,8.563825607,9.095580101
0,-0.405539036,-0.719004393,18.5161705,4.98376894,3.48935318,0.014570039
0,-0.919740796,-0.276904821,4.843202591,6.322337151,2.962776184,4.609742165
0,-0.264667034,-0.93929702,13.10105419,1.530702233,6.844239235,6.19230175
0,-0.887907267,-1.001899242,6.85265255,3.819669247,3.726819038,4.914370537
1,-0.224720359,-0.222314239,16.09175873,2.516278982,8.750977516,5.831512928
1,-1.497539163,-0.656407475,2.267617226,1.177723646,7.095566273,8.870307922
0,-0.45865798,-1.494376302,10.5692234,5.969138622,3.128393173,0.452235699
0,-1.195017815,-1.218107462,14.62578392,6.71314764,5.008508682,8.082654953
1,-0.715586364,-0.380476594,2.61550045,1.957252026,9.013136864,1.501127958
1,-0.960528493,-0.123611331,18.8688736,3.26090765,6.166805744,3.132457256
1,-0.106871843,-0.902801752,8.421090126,4.598577499,1.109792233,7.215485573
1,-1.332627654,-0.81410253,4.076081276,2.662110329,2.682860374,8.719726563
1,-0.484772921,-0.035065174,13.62403488,4.383189201,7.687209129,2.177457571
1,-0.817070723,-0.469022751,9.891589165,5.709049225,8.283479691,2.573735714
1,-0.343533158,-1.306806564,17.87704277,0.525336444,4.331653595,6.616905212
1,-1.11962688,-1.405858636,16.92856026,1.392913818,1.57282567,4.22320652
1,-0.086570501,-0.567679644,5.224682808,6.568134308,5.557645798,5.179825783
1,-1.25994873,-0.31104207,11.41594315,5.251783371,9.462997437,9.483579636
1,-0.602678597,-1.090416789,0.649565518,3.520178795,4.421328068,1.025410175
1,-1.040268779,-1.105611086,8.511774063,6.869123936,4.152571678,1.886484861
1,-0.002046108,-0.303137779,19.27638626,1.897978067,8.04067421,8.468772888
1,-1.274945498,-0.599387705,2.989239693,3.009617329,7.516923428,6.81913805
1,-0.610939443,-1.366860628,14.69135284,4.943397045,2.431274891,2.737779617
1,-1.394172549,-1.275482297,10.03429413,4.075893879,4.593811035,5.134263992
1,-0.539868772,-0.507614136,2.050738335,2.1506567,9.712385178,4.215144634
1,-0.784730911,-0.019545078,15.83988571,1.029508352,5.738925457,1.16047585
0,-0.306107163,-0.822355688,6.293828964,6.011129856,1.813433766,9.578093529
1,-1.156772375,-0.918409228,1.203961492,1.649063945,3.105316401,5.731818676
1,-0.684065402,-0.115385294,11.65240288,6.20238781,6.978005409,4.774738312
1,-1.016260266,-0.41177392,5.456970215,5.103444099,8.701542854,0.484417975
0,-0.167781353,-1.179428577,17.46791267,3.562095404,3.635632992,8.940597534
0,-0.896998405,-1.462729454,17.80583,2.818161249,1.157030225,1.31235218
1,-0.238886237,-0.695412755,9.503662109,4.324039459,6.260189056,7.85630703
0,-1.41236794,-0.20711267,13.2307148,5.457882881,9.034016609,7.471010685
1,-0.379947186,-1.00974226,3.991045713,0.870229959,5.128266811,3.42860508
0,-1.467638969,-0.977952838,15.24004841,4.681781769,6.581257343,7.053028107
0,-0.44333148,-0.245630503,6.981557846,3.176117182,1.533048153,3.59513092
0,-0.857829213,-0.727207422,10.7528162,2.042260647,5.436813354,1.653457165
1,-0.209204912,-1.424206495,1.556825876,6.629724979,9.432427406,7.610424995
1,-0.97266221,-1.148280263,3.716306448,5.850977421,6.671759129,0.299391538
1,-0.139599204,-0.450932503,14.20842648,1.297470927,2.713394642,9.342900276
1,-1.207706213,-0.146539211,7.900949478,2.396403313,3.308075428,5.993760109
1,-0.7488572,-0.879245162,19.95557022,3.937958956,8.323224068,4.451754093
1,-0.835607409,-0.790520906,12.54175663,3.424255848,9.879062653,0.877982855
